X,y,Z
-10023,6831,9407
-9748,10332,11747
-16147,-1021,3 12606
-8227,-3016,8363
-15753,-1235,6 10592
-8874,13303,7935
-15014,6312,16668
-8682,4528 9,396
-11516,-1341,8 15227
-16773,-7557,15793
-8472,-2291,9258
-13776,13135,10812
-10376,12498,10103
-11977,-9422,10817
-13545,-5516,10115
-9114,-7769,10293
-13959,2520,13587
-8246,16082,6987
-12831,-5650,10122
-11577,-5199,13468
-13555,-2522,12635
-12378,3773,12323
-10205,12587,11581
-14447,-3798,16032
-10242,-4279,8540
-12830,-7310,9885
-11867,7364,10684
-11745,9498,10870
-11444,15771,8707
-9042,-16333,10741
-15321,-9986,15545
-12074,-4303,13286
-8436,12497,6860
-13599,4550,14913
-12123, 943 1,2728
-13693,-1896,1 13576
-9043,-7881,9315
-14471,-1001,3 16513
-11791,17423,11759
-11103,-9423,10302
-10346,8619,10189
-13489,-1500,8 11496
-12384,7672,10723
-12525,-3184,11616
-9151,8446 9,208
-14279,-5622,13042
-9890,3236 8,314
-12741,-8246,12932
-10239,18896,7857
-12071,-3321,12825
-14409,1068,11609
-9490,-13914,12488
-15004,10649,12575
-8599,-80 96,31
-12547,15357,9872
-12814,-1382,7 11525
-9976,3366 9,46
-14764,-5472,9885
-9187,8060 8,794
-14369,7190,11216
-9493,5975 7,7
-11628,-8045,12058
-14860,-6710,12800
-10336,-6345,11830
-13118,18553,11639
-9932,1821 1,1503
-14233,-3985,14424
-12146,-1089,6 11931
-10173,-7823,10808
-14290,1263,14028
-9325,14046,8935
-14113,-827,12698
-8898,1305 8,464
-14765,-1853,6 14638
-11363,-6469,11757
-10331,1687,11377
-13863,7703,14569
-10283,1332,10529
-12382,-6789,10196
-11919,-2477,11838
-12228,-8517,16034
-14283, 90 14,605
-7392,-12008,9655
-15227,12868,12921
-10971,-8879,11501
-10571,11250,7663
-10911,-8333,9568
-12131,-4217,14107
-13794,-1192,13036
-7229,7977 7,168
-13698,4769,15582
-10363,9497,9642
-12694,-8647,10173
-11153,6262,5651
-11239,-2233,12526
-14042,15874,10783
-8111,2697 6,168
-12170,4436,10614
-14580,-2140,2 14193
-11214,3395,10986
-13271,-895,11949
-8361,20506,8493
-14527,-3246,14844
-13183,-5627,10923
-8991,-8084,9202
-14387,1265,11732
-9387,4579 1,1696
-14906,6820,11606
-8683,-3622,9025
-14740,-8454,11399
-12910,-9285,11322
-10085,8875,11700
-14596,2250,12530
-9149,1381 1,3538
-15540,-8774,12801
-10470,-7753,10835
-10477,13011,10092
-12182,4514,9996
-9569,9137 1,1833
-15121,-1199,0 15113
-8195,-12016,10594
-15584,-8169,15414
-12197,6015,12684
-8967,2974 8,695
-13856,3965,9913
-10943,-1084,1 12900
-14620,-7209,12320
-7893,2060 8,431
-11436,8366,10544
-13793,-2390,16932
-10190,7595,8064
-13335,-1633,9 13954
-11070,9758,11606
-14211,-4776,13585
-8726,14242,6266
-10536,-1222,1 10089
-13526,9305,14093
-11948,-1225,3 12969
-11560,13025,10250
-11240,-1236,2 12484
-14336,8445,12704
-14322,-6727,12916
-6379,1 9616,
-15880,3378,17271
-10632,2124,13143
-12952,-7893,12620
-8950,-493 9,578
-14433,-8138,13904
-13323,6611,12291
-8275,-3862,9032
-12523,9020,11773
-12416,-662,12264
-12834,-7274,12647
-10321,1030,9346
-12324,-795,12298
-13363,5323,13506
-11549,-2384,12339
-9578,1743 1,1064
-13369,-8008,14678
-11661,-264,12896
-12496,-6292,10989
-9311,4023 1,253
-14597,-3257,14807
-11593,-2829,11316
-10522,2803,8591
-13725,-6789,13922
-10294,3410,10866
-15142,-8191,15463
-9678,9767 9,560
-12889,-4939,13485
-12923,14367,10419
-8299,-10447,10059
-15246,-3971,12760
-8810,-2005,9626
-14133,-3748,13272
-11025,10665,10165
-12000,-2982,13917
-13544,2971,14141
-10982,-1086,1 11746
-14575, 589 1,4597
-9486,10988,9805
-12734,3373,12649
-10568,6993,8547
-10394,-1208,9 11502
-14204,4211,11155
-9683,-4619,9482
-13716,12443,12885
-8217,-4495,8805
-13960,-4524,15320
-14184,-1020,0 12315
-10647,-9288,11329
-13458,14417,12155
-9665,4361 9,896
-13872,-6006,13618
-11176,-1648,0 11674
-10246,-826,9589
-14847,-2025,15290
-9490,22596,10205
-12694, -52 1,295
-10114,1572,8455
-14139,-1963,0 12256
-12379, 356 1,2426
-8390,14978,5445
-13414,6845,14141
-11582,2347,12138
-14252,-2072,8 13737
-10909,-2653,10370
-13644,-709,12838
-13346,17074,13041
-7726,8440 5,399
-12878,-1235,0 12553
-13972,-1119,1 11826
-11564,-1443,3 11670
-11874,20224,9581
-9526,-495 1,2616
-16269,13235,16927
-8875,-14471,6045
-13254,-9919,15372
-12593,11022,9352
-10620,1864,12332
-13867,11045,12994
-8483,-13189,10470
-16074,-1091,4 15985
-9539,1854 7,13
-11260,3523,15792
-13377,13457,13036
-8467,-9656,10315
-15687,-1146,4 12580
-8763,-5518,10411
-14462,12107,13064
-8234,13514,5763
-10029, 812 1,938
-14798,-5586,14477
-10247,-1781,2 10790
-12444,16425,10198
-11553,6240,13483
-13012,16571,13069
-11081,-9612,8440
-9169,-13175,9465
-16904,-1227,15032
-8411,16241,7798
-11498,9526,8755
-10751, 389 1,2657
-14860,-1595,7 14643
-13397,-3766,11303
-9191,3275 9,574
-13107,17412,11090
-11047,-441,11772
-12757,-5208,10746
-11743,-1367,7 11144
-11721,3381,11352
-14578,9531,12415
-8354,4074 8,231
-14958,-4764,13399
-9988,-3940,9941
-13334,-6373,13701
-11697,19798,11152
-9491,-3753,7873
-13576, -47 1,1141
-11781,-9468,10575
-13183,-242,13794
-9562,16806,7813
-10502,10521,11988
-15079,-496,14221
-12812,-1893,4 12209
-10495,-1148,8446
-13735,1351,14781
-12079,17046,13652
-12012,-6232,11344
-6457,-4378,6459
-17130,-2390,6 16659
-10496, 556 1,3637
-10671,5969,10575
-11142,2141,13116
-11221,-4896,13283
-15855,-2290,7 11467
-5356,1285 5,760
-15516,6422,13397
-10502,9682,13321
-12083,6030,10580
-12649,-1767,5 13414
-11096,-4767,10849
-16165,2066,13657
-7428,18201,7232
-12527,3184,11223
-11883,-2288,11834
-13112,-1488,9 11507
-11955,5823,9248
-10609,6749,9465
-13586,14490,12075
-9725,-6016,9941
-14182,-9108,11858
-11707,-1396,3 10672
-11047,10121,10028
-14419,7524,13104
-10071,1803,9464
-14901,-4688,14410
-9994,-9836,9905
-13060,2311,12892
-13584,5100,13002
-7662,1001 8,635
-14400,4387,14089
-12534,-1637,8 13632
-11695,2776,10444
-11592,-4025,10716
-10506,8867,11232
-14971,-2868,13511
-8177,3524 8,191
-12322, 742 1,1046
-13262,3250,13805
-10511,-2701,10478
-13078, 264 9,326
-9623,-622 1,1365
-16597,3011,15448
-8478,5134 9,904
-11881,-273,11180
-13844,-5909,14379
-11065,-2798,9604
-13137,-3795,11479
-8354,10085,9513
-15346,-6678,17034
-11368,1803,10891
-10131,-1200,7 10466
-14922, 687 1,5099
-10386, 15 12,184
-13178,10243,11345
-9312,-1116,9894
-12781, 457 1,3944
-14771,-9518,13740
-7219,1493 9,654
-15078,7312,13014
-9847,-1746,10425
-14362,4683,12066
-9823,1545 9,597
-12781,-5162,15299
-13427,11819,11116
-8927,-8881,11960
-13743,8685,10343
-8798,-5278,9499
-15639,6114,15486
-11436,-3882,10671
-10159,11578,14663
-14189,-4879,12774
-8237,7594 1,99
-14810,-3563,14213
-9158,7195 9,527
-11103,10993,8655
-13667,-6099,12933
-8242,-860 1,1709
-16783,-1634,0 16398
-8628,1260 1,2822
-13523,1932,12733
-12405,11512,14917
-11327,-1967,10617
-12637,-1207,1 10853
-9718,-4337,9216
-13278, 742 1,366
-8927,16073,8563
-11116,4999,10884
-11622,-169,11979
-11220,-1560,7 11193
-15868,3329,12762
-7170,9768 6,57
-16872,5153,16613
-9677,14227,8985
-11829,-1840,3 13785
-14481,4901,14381
-7974,-3589,5728
-16224,8252,13168
-8483,3396 7,188
-13068,-1261,11080
-12714,-5891,13238
-11699,6574,11887
-12522,8707,11944
-10630,-4345,10240
-12690,9083,10564
-12851,-1940,5 12521
-10955,18410,11951
-12179,-2284,13841
-10045,7291,11295
-13772,-7419,14254
-11803,-5066,12967
-10514,3601,10220
-14232, 49 12,116
-7987,13883,11030
-16406,-2793,9538
-6511,-1551,8787
-16105,-1651,5 15923
-11635,-5391,13451
-9451,10389,13242
-14309,4239,15055
-9062,-4351,10083
-15787,-1791,2 14690
-9291,7737 6,810
-11814,-7552,11539
-12665,17278,13277
-8242,-16632,9653
-16184,-3727,17790
-9790,2471 8,477
-12841,1111,10997
-12759,12028,11798
-11312,-7884,11801
-13882,-7629,13006
-8120,-7297,8077
-14837,4923,15564
-10240,11472,10560
-11325,9178,10048
-12655,-5156,11818
-10759,-1307,9 11301
-16860,5618,14761
-4712,4712 6,108
-14312,10746,13742
-12809,-4303,13885
-10868,-1085,9 11133
-12726,-4011,9857
-9944,4808 1,1989
-16262,12418,15319
-8163,-7126,9731
-13619, -22 1,1637
-14429,-1315,4 14577
-10925,9328,10349
-12039,1739,11714
-10746,4505,12384
-15675,-1432,6 17074
-9696,3495 9,492
-12191,-1123,1 13690
-11851,13100,11853
-10789,-6439,11687
-12370, 374 1,1365
-11662,-1704,8 12849
-12998, 496 1,4204
-9796,-4180,10308
-11657,13942,10929
-14554,-1467,7 16594
-10255,6638,8530
-12314,-1541,0 14648
-13429,22651,12039
-9383,-9767,13108
-13262,8102,7084
-8249,-21283,12682
-17552,6636,15707
-9607,-6423,12937
-10642,15586,9443
-14153,-5884,14665
-11975,3309,12728
-12819,-1501,2 9639
-8817,2801 1,1555
-16849,4606,17768
-9450,16496,11211
-10213,-9800,10322
-12082,3477,9579
-12426,-1448,3 16662
-13930,20803,8313
-6059,830 60,29
-16368,13454,15631
-10997,-8264,10917
-11811, -92 1,1467
-12689,2858,10149
-7917,9722 1,2505
-16858,-1178,14445
-7999,-1870,9372
-11383,-853,11231
-11469,9087,8044
-13146,-2966,15213
-11282,9836,9428
-9050,-15551,10987
-15380,15916,10868
-10758,-1284,6 10683
-11234,17430,8547
-11456,-3752,8274
-10894,-719,14662
-16557,-7659,14591
-7129,-4022,9545
-13765,5545,11884
-11596,8343,9765
-13260,-3025,12180
-11488,-2887,11479
-8467,-720 8,124
-16215,-5637,17730
-10961,6672,9918
-8807,-3149,5998
-14788,6464,11976
-11076,-1442,11372
-12716,-2002,10886
-9370,-2152,9969
-14072,11903,14617
-11643,-5856,11722
-10736,-2055,8268
-14613,-7278,14854
-11374,9309,11168
-11593,9233,11196
-9165,7171 7,112
-11748,-1605,2 14150
-15258,2192,14084
-8604,-13762,8646
-13345,14644,12406
-13167, -72 1,3051
-10707,1930,12428
-14988,-1375,9 8897
-5808,2425 8,704
-20681,-8631,19327
-5143,23546,5212
-12258,-2543,10540
-10935,3208,11805
-14341,-2120,5 14600
-14294,-873,12156
-4588,7175 8,467
-17314,16068,15796
-10174,-498,12690
-10467,-6036,8054
-12170,-1446,6 12361
-12686,4594,11081
-14789,4338,11600
-5549,15199,5269
-13816,-1137,0 12493
-14049,-6996,13631
-10754,-7718,8235
-11763,9110,9496
-9802,14066,10720
-17172,5256,13609
-7173,-11784,7615
-13361,-1021,0 12972
-15099,7263,16748
-10687,11544,8888
-10466,1561,8747
-10031,-6595,8453
-17255,-1229,2 15596
-8894,2804 5,679
-8574,2593 8,715
-15460,10677,16435
-11075,-6296,12157
-11600,-1012,9 11066
-12244,-1033,6 14223
-14297,7744,15919
-13067,13059,12872
-8218,13757,8687
-15299,-1199,9 16209
-12297,-1256,5 13537
-11667,4856,8452
-8917,10685,10116
-13455,4195,15377
-13544,4967,11662
-7333,-11094,5944
-12913,-1210,13619
-11935,-404,13777
-11076,10604,10508
-12004,-2453,12043
-8775,-3255,11551
-17583,-1731,0 18028
-8385,16063,7413
-11462,-4585,12600
-13167,6753,11461
-11493,-1045,3 11145
-13330,-326,9292
-8437,-4441,8439
-12426,20003,10583
-11116,-4035,11274
-9786,6896 9,294
-13574,-2102,6 12791
-9397,6262 1,723
-16233, 177 1,4213
-6005,21581,8113
-15469,-1162,4 15450
-13162,2690,11802
-13809,-2447,7 15115
-11687,15868,8464
-8666,2811 9,169
-15997,16607,13757
-8610,-13087,9335
-11192,-8136,9578
-15109,-1750,5 14439
-11168,8102,14551
-12285,9987,12720
-7888,-6087,11641
-15568,-4775,16220
-12713,-1562,5 14734
-9456,-201 6,460
-13417, 299 1,2870
-9055,8260 9,470
-15283,-1564,3 15126
-8364,-4474,10460
-14216,-1439,1 15996
-12487,10938,11817
-10387,-5618,10302
-13101,12961,13008
-12394,-1197,4 13734
-13896,9249,13519
-11379,-7428,11001
-8006,14038,10927
-16408,-4636,17196
-6651,7468 4,622
-14833,-1680,4 13443
-10665,17758,9214
-11773,-1709,12505
-12440,21243,9644
-9965,-22388,12384
-15763,4914,16735
-9563,-10944,8916
-11932,22284,10718
-12539,-6285,14910
-11263,6714,12646
-14390,-1790,1 12922
-7554,299 88,91
-14021,3710,13907
-9913,22009,7550
-9670,-6340,11064
-12457,16117,7685
-10802,-2537,4 14090
-16897,23570,12826
-7424,-8093,9005
-14124,19875,13388
-13107,-1434,0 13210
-10461,4571,10880
-14124,-5360,11758
-9176,15647,10215
-15159,-4381,13064
-9401,703 94,39
-12478,-1386,0 12736
-11979, 946 1,2021
-9361,2769 1,568
-12385,18210,10148
-10816,-1774,4 12120
-13450,-822,10747
-11678,-1924,4 11713
-11400,7819,12045
-12713, 382 9,258
-9387,4162 9,650
-14208,-5859,13397
-11179,-7165,11902
-12084,-8087,11144
-12049,2829,11184
-10145,6029,10578
-15441,2212,14690
-7735,-9067,10153
-15487,-1080,0 15924
-11162,-1235,11585
-13020,5844,12654
-12410,5406,10621
-9429,-6809,9152
-15038,9014,11353
-9329,-5013,8247
-10831,13364,8566
-12417,-2166,11525
-10936, 504 1,1144
-14802,-1118,4 14934
-10830,8604,11713
-13576,10126,15087
-10366,18103,10372
-11839,-3501,11955
-13519,2034,8731
-8806,-7468,8841
-14533,8251,10467
-8484,1003 8,893
-13495,9611,11236
-11287,-1238,1 10560
-11559,2329,10941
-15586,-1564,7 14960
-6704,22921,6074
-13421,-1817,14113
-11156,18928,10264
-11454,-2391,5 12701
-13183,-4307,11225
-10366,-8229,13221
-16295,22979,12359
-6403,-6547,6812
-13478,10892,9006
-13596,-1785,0 12140
-11251,6126,8758
-11999,-4626,9507
-8542,10482,10666
-18799,-1185,6 17840
-7162,-4003,4747
-13781,-1841,1 13866
-14032,13835,12181
-11268,-5359,13573
-13326,9501,8127
-8579,-19060,10990
-18881,3514,17868
-8868,-7012,8967
-8178,14518,5143
-14749,-883,14490
-10680,-2893,11214
-14823,-1410,8 11141
-7397,7413 8,315
-15697,-2566,18850
-10705,16213,11525
-8050,-8204,7236
-14887,-5962,13323
-11653,-7894,13539
-13227,9676,10743
-7999,6990 8,819
-12704,-3331,15418
-15687,-1093,9 15030
-8680,-726 7,139
-13502,2270,12230
-9098,12499,9050
-16630,-3861,12842
-9120,-2611,9070
-10972,-1274,5 11689
-14684,8063,12802
-9740,4406 1,84
-12495,6350,12322
-8932,-2504,6879
-12526,-9211,12432
-15394,3637,13535
-7648,1933 1,171
-14589,4314,12861
-9939,-10402,11413
-16648,-1866,0 16909
-11813,-4199,10921
-8728,10663,7983
-14247,9075,13116
-9823,-4442,11422
-12811,-2317,6 12157
-8731,-6366,8819
-14697,-557,16290
-10465,23022,10401
-8266,-3718,9949
-16161,-3754,12006
-10909,-1476,4 10595
-16122,9493,14509
-8433,14228,8121
-13269,17950,15537
-15501,-7740,11838
-7710,-8597,8499
-15820,3002,12630
-8222,6073 7,873
-14001,14401,11346
-10178,-2121,10994
-11032,-6659,11466
-13409,-1459,6 14869
-10664,1395,12806
-13492,3901,12182
-9156,9542 9,925
-13940,-1098,8 12418
-11313,-1109,3 12447
-11984,-6076,12149
-12100,5076,12598
-8608,2212 1,337
-13939,3915,13102
-11911,-1622,1 11099
-10509,2309,9845
-14274,4519,12600
-8279,15644,10824
-17102,-1733,15495
-6420,-4771,5867
-12563,-3833,11273
-14818,2158,11950
-9498,-333 9,449
-14572,11179,11921
-7744,-1901,9490
-17312,4051,15898
-8674,-5426,9815
-11116,5228,9210
-14406,-3237,16794
-10467,9638,12282
-13105,-731,11810
-9114,2719 9,495
-12879,-3450,12221
-12756,-6614,8282
-7882,-138 6,508
-13845,1226,13035
-10956,4658,9631
-13585, 494 1,4444
-10287,-1499,9478
-10749,-1108,0 11599
-19216,1323,16215
-5630,-3275,8301
-14753,6240,13893
-9214,2388 1,209
-13638,-9654,15518
-13511,-6998,10530
-6231,-1168,8781
-18800,3281,15839
-6482,11044,5928
-14100,-4981,12837
-11617,-118,8690
-12670,-1744,5 15525
-15231,6454,14024
-7683,-5949,11251
-14825,6393,14150
-11159,-1239,8 13632
-12442,1678,11537
-13537,-5339,12359
-7459,10820,10159
-17014,-2232,15745
-7535,2067 1,203
-15374,-1992,3 16650
-9800,11204,9049
-11946,-5871,12417
-13434,23688,12076
-8566,-13875,10073
-14670,4283,12610
-10788,-1338,8 10113
-12625,15388,12654
-13399,6320,12828
-6949,9694 5,934
-17419,-1128,4 15817
-9472,-1420,8635
-12863,-4031,13148
-11587,23747,9362
-10198, 182 1,2811
-15193,8126,13262
-7698,-17459,10201
-15497,11841,12370
-10270,-4176,13524
-10726,22572,9154
-11952,-7161,10063
-9009,5439 1,244
-17203,-1321,1 12788
-6832,1880 8,37
-13078,7863,13307
-11861,4192,12559
-12147,-6428,12773
-12478,1699,9779
-8880,-10593,10793
-14370,14707,12706
-11418,-8127,10489
-10228,1953,11875
-13890,-8065,13218
-8288,-5211,10578
-14650, 759 1,2542
-7966,4365 6,985
-13784,6561,12001
-12673,-2789,10772
-8217,-6168,8692
-15651,-9613,13964
-7131,10026,9612
-14586,1829,13013
-10541,1412,9415
-13493,-4564,12325
-14396,-5086,10721
-8500,4833 9,496
-16462,5404,14674
-6926,-3011,9237
-15932, 323 1,4740
-11752,-1083,8 13534
-10489,2014,9865
-14816,-2208,13098
-8470,15884,8420
-14801,-4822,13592
-7849,7188 3,658
-13077,-1624,7 13160
-12642,6336,11751
-9302,-4590,8713
-13412,13778,10021
-10578,4490,10535
-15526,-6479,14086
-11250,-5036,9905
-9446,642 10,251
-16119,6205,18918
-9149,11535,10115
-13536,-5634,12908
-8645,285 82,42
-15232,-1550,4 16889
-11516,14093,7769
-5817,-889 5,763
-15601,10249,14749
-11775,-1503,7 12629
-13158,-1002,10582
-10479,-3748,10530
-10553,11486,10878
-18450,-4874,17146
-5605,-909 6,267
-15755,-3656,14508
-11184, 696 1,3292
-13040,3100,11860
-11972,-4324,10888
-9198,1320 9,243
-16285, 82 14,108
-9497,-3384,9860
-10976,3192,7934
-11047, 49 98,56
-10579,3926,11267
-16148,-5672,15644
-6427,1220 8,49
-16018,-2723,14219
-11592, 120 1,1126
-10944,5683,10831
-13582,-334,12132
-8897,3405 1,1212
-18438,-1436,8 18376
-7657,2168 7,950
-14173,-6099,13887
-11860,8945,8874
-11270,-3463,12262
-14776,2201,12196
-5013,-6495,6162
-15757,-3494,15377
-11650,-4654,14073
-10293,2612,9945
-13245,-4358,10888
-10646,-2397,14448
-16870,-9462,17320
-7118,-1652,9477
-14106,3631,12740
-12622,2518,13414
-12025,-9013,12931
-11784,5142,7805
-8027,-11470,9744
-17301,12872,14404
-7733,3537 8,961
-11025,5277,9078
-14036,-1123,8 14446
-11338,2726,10668
-15655,-2178,15756
-7039,25454,6965
-16873,-5375,18930
-11615,7552,12418
-10503,-2039,5 9328
-13569,3511,12347
-10850,1465,10998
-13048,24912,10400
-6975,-9643,6885
-13742,6874,11922
-11720,-2003,1 11173
-9040,10451,8427
-14294,12785,13032
-7199,9893 1,348
-16716,-8470,15443
-9279,-5012,8690
-15085,-1458,9 16452
-11277,22350,9601
-10816,9046,10740
-12708,15953,12742
-9806,-22824,8263
-12031,-8889,11492
-13000,-9818,9336
-9525,6712 1,2233
-13483,7123,10876
-7007,-11922,8910
-15877,-1037,6 14145
-9353,-12547,10279
-10650,8709,9229
-12627,1111,9227
-7576,-3403,10663
-18700,-1350,4 15757
-6383,-12009,10524
-16091,3167,15641
-11720,2582,13486
-9771,11250,8378
-15099,-5809,12055
-9716,-7752,9975
-16985,-3829,15781
-7793,7554 8,68
-13128,6459,13993
-15079,-221,15071
-7494,-9611,6233
-15338,3574,13921
-9074,9925 9,301
-15186,5133,14353
-9639,10140,6470
-10058,-1855,4 13596
-17505,-3245,16326
-6880,-2725,8478
-16973,15557,15315
-8388,6458 1,678
-16351,-4280,15320
-11945,-655,9835
-8536,-8967,9488
-17187,18183,14854
-6032,4690 5,500
-13336,-1010,11821
-10724,-4018,9647
-12225,-5523,11769
-15045,13821,10975
-4997,6854 7,422
-18812,3558,16881
-9780,-12030,11715
-12181,-5016,11477
-13134,10377,12266
-9391,7869 9,671
-17157,6778,15279
-5435,-12723,6142
-17014,-6839,14631
-8587,-4967,10080
-9991,12899,8669
-13860,5268,13660
-8663,-2826,6889
-14834,-2177,8 12398
-9701,-492 8,304
-11128,2024,11570
-13353,3627,9999
-8246,-3707,9990
-16986,-1137,5 17951
-9152,-2609,9740
-12800, 343 1,3093
-12021,4182,10976
-9707,-299 1,1081
-17336,-6591,12751
-4766,-9414,7724
-16076,6003,15132
-8129,9913 8,534
-12056,-4627,12053
-13170, 880 9,610
-9864,-11635,12384
-15926,7085,11276
-6305,-5099,7175
-13612,15933,12550
-12445,-1023,3 12217
-9671,595 10,308
-14786,-1390,8 12500
-10289,5345,11697
-14474,7809,12697
-10113,1545,10714
-14448, 512 1,3995
-13827,-9594,12586
-9236,-1782,9534
-16010,1361,13240
-9860,-4157,12601
-13650,10848,10572
-10494,-1358,0 12020
-12180,-3371,13653
-15298,-1718,7 13759
-6462,8151 4,472
-15447,-3056,13912
-9191,8408 1,499
-14142,-1521,4 12711
-9765,-11468,11897
-10392,-2195,9773
-17036,-1986,18014
-7310,15107,5946
-14738,-7206,14790
-12135,2655,11779
-14103,-1386,0 13731
-13033,9017,12419
-7725,1075 1,55
-17708,2886,17908
-7726,-9607,8569
-12641,-5794,12166
-12769,3573,14089
-10373,2663,12731
-13243,1854,10851
-6486,-8026,9838
-17876,-9132,19217
-8101,-2312,8156
-12193,-3354,11631
-13409,8990,13996
-11657,-1112,6 13356
-14697,-1315,13035
-10027,-1507,8 11219
-13589,7930,16847
-13553,1497,14227
-6159,9273 6,741
-17884,-1911,9 16534
-6795,-414 7,840
-15968,-8495,13379
-7910,15073,7245
-13183,-4465,15575
-15138,-3328,15237
-7608,-10485,10129
-15777,4342,15424
-8865,3071 1,278
-15465,14542,12484
-10315,-4425,9022
-8870,70 111,45
-18587,-4813,14429
-5218,9225 7,104
-16020,-190,15440
-9319,5564 1,537
-15870,-1307,6 15078
-12284,12749,8643
-8660,-1608,11125
-16947,15686,15430
-8000,-15416,11328
-14912,-2772,11995
-10054,-6740,12536
-10505,16649,9997
-13689,4060,10796
-7774,4163 7,309
-15334,-4785,12485
-9663,-873 1,1163
-13195,10804,11971
-10173,12788,9772
-10646,2867,11660
-17586,1461,14768
-7599,-6664,8788
-15152,5642,14182
-9939,2398 9,407
-10603,10669,11498
-14225,-7120,11402
-7268,-3864,10101
-15872,1694,12646
-6795,2423 7,808
-12719,5569,11657
-12176,-5908,10942
-10988,-1343,10972
-13926, 697 1,4028
-8626,1089 1,1500
-14577,-1025,14064
-10917,1378,10523
-12106,-2704,11404
-12374,4102,10512
-9778,-1689,9940
-15055, 158 1,3874
-9258,-9728,10630
-10822,5220,12215
-15011,-5828,12545
-7310,8211 9,62
-15338,-1066,6 11242
-5441,6400 6,800
-17888,-7941,17461
-8104,1469 7,790
-12221,-4937,13371
-13780,6982,11754
-9983,-6462,11134
-15109,6212,10279
-8464,-2935,11860
-15009,5298,12721
-9896,-1453,10209
-10787,5636,9343
-13215,-8043,13513
-11381,9042,10065
-12785,-8298,11562
-10934,5786,12666
-13889,2357,12313
-9783,2092 7,231
-9742,-4731,8794
-15508,1564,14962
-11402,-3978,13381
-13096,10797,12708
-9834,-10436,11445
-14658, 220 1,4949
-15028,-3696,10554
-5662,5906 6,359
-15872,3991,14931
-9243,4757 1,623
-13639,-1332,9 13074
-7449,-4607,5668
-13864,-6680,13235
-15663,11149,12741
-5676,4707 5,738
-15453,3077,15411
-11493,-5968,12704
-15722,-7250,15583
-9784,7486 6,865
-10103, 505 1,2275
-14852,3481,13804
-8415,-9655,9897
-13455,-5558,13342
-9804,651 88,62
-11927,4025,11552
-13717,4681,9350
-5351,-2892,7111
-17977,-5792,15199
-7491,-1636,7840
-15095,6891,12635
-9617,743 96,14
-11420,-4259,10655
-17089,-7116,16416
-9248,-3369,10674
-14334,13090,12639
-9720,8605 7,168
-11090,1289,9941
-13307,-6744,8445
-6597,-13227,5386
-15665,3677,12880
-9954,9360 1,1725
-12726,7338,13438
-11170,1752,10313
-11971,-1876,2 13525
-18382,-2114,16254
-6997,-2751,8966
-14410,21958,12433
-10784,-2712,10482
-12934,-9388,13740
-12862,-2349,3 7268
-8819,-2370,7737
-16433,11784,12052
-6015,6085 6,619
-14651,-8530,13575
-11126,-1554,1 11700
-13015,-1765,9 13760
-13617,14223,12457
-7496,6352 1,1
-14843,8432,13446
-9032,-16248,10456
-15020,-1454,2 14845
-11382,3302,12914
-8713,11778,8342
-13626,7750,10542
-9140,-10979,8646
-15127,-1129,6 11574
-9419,-551 8,941
-12546,14745,12830
-12719,9356,12396
-8224,-7956,10457
-17615,-1327,3 15102
-9387,-18715,11675
-15947,17354,12768
-8879,13525,9141
-9464,3475 9,145
-16238,-9694,15014
-8476,-18498,7691
-14491,-573,14215
-10080,19697,9937
-14066,8511,15435
-12448,2166,10371
-8106,-16871,8734
-18183,1802,19661
-6001,13527,6057
-12975,-1564,12988
-12635,3755,13355
-10815,-1987,0 11478
-15844,-4208,13670
-6151,3256 6,44
-16409,6765,18790
-10994,4381,10482
-11190,-7833,11667
-15600,-1339,4 14467
-8391,-1588,9960
-16729,14024,14673
-7511,6749 5,270
-13122,-8449,12623
-14734,-1357,3 14787
-7903,3576 8,104
-14360,17764,10745
-7251,2816 8,347
-18128,2806,16261
-9598,-13415,8548
-9042,-5159,12529
-17524, 297 1,6487
-6699,16699,10259
-15978,6351,12079
-7147,-10689,9118
-19141,-1069,9 16094
-10951,-2019,8945
-6978,16769,5679
-14569,7633,12458
-9134,5448 9,701
-14834,-7648,10642
-8810,-7106,9584
-12039,6314,14746
-15545,8691,13527
-4742,9983 4,996
-16442,-3333,15268
-10217,-2318,10682
-14705,-3678,12195
-9375,10143,7259
-9987,-2083,11715
-20040,5806,16623
-3762,-3814,3905
-17537,-4924,14734
-9434,10507,10715
-11473,-5527,11366
-12360,10623,9458
-10460,-2098,7 12489
-17993,9029,15002
-5657,-6935,4897
-14510,2823,15879
-11414,-6108,12177
-9913,-11775,9577
-14278,2652,13786
-7700,-4887,11964
-18063,-1491,18677
-7541,1659 4,737
-11062,-1245,7 10326
-14380,4679,13283
-7077,-6626,7381
-13235,10656,11372
-7746,-5779,7429
-13738,-2858,14223
-13822,-1174,5 10429
-9339,5190 1,241
-17992,-147,17900
-6726,13913,8219
-14780,-6341,13993
-11577,-6511,13209
-11233,1565,11835
-14018,-505,12593
-6443,14113,6471
-17759,-1879,15347
-5771,5072 5,402
-13795,-3949,10101
-14590,1653,15230
-9726,3460 1,161
-15119,-377,13132
-8465,6395 1,238
-18128,-8183,20394
-8944,8999 7,962
-13367,-5252,12208
-14566,9525,13439
-8483,-13022,10306
-14269,4543,11872
-9403,-10099,12053
-15761,-4341,15506
-9418,723 91,27
