X,y,Z
-2849,-2197,3024
-3040,-2154,3387
-3030,145 3,76
-2644,1816,2441
-2644,953 3,87
-3185,928 2,734
-2855,-3315,3067
-2850,520 1,973
-2544,120 2,852
-3383,923 3,713
-2816,1196,2549
-2980,20 28,10
-2916,326 2,723
-2780,-1058,3352
-3389,1080,2911
-2073,-685,2068
-3366,1281,3181
-2823,-1471,3097
-2992,1223,2970
-3210,-1990,3216
-2225,1407,2716
-3676,-1336,3295
-2372,1501,2466
-3048,-1364,2579
-3152,101 2,825
-2788,-282,2683
-3191,857 2,906
-2145,79 21,54
-3627,710 3,246
-2543,-1396,2630
-2793,-675,2099
-3148,190 3,7
-2891,-330,3142
-3108,883 3,112
-2616,-173,2452
-2745,-485,3028
-3161,-1148,3355
-2608,120 2,646
-3433,-1508,2738
-2291,778 2,93
-3315,-186,3355
-2568,1684,2308
-2558,1229,2460
-3197,-1306,3239
-2460,-1033,2258
-3683,922 3,176
-2393,273 2,406
-2888,3145,2366
-3487,-1712,3197
-2185,1478,2048
-3703,-2360,4430
-2700,1996,2942
-2931,-624,3284
-2844,2465,2642
-3222,-1545,2991
-3118,2573,2828
-2376,-2065,2152
-2855,1658,3054
-3076,-2734,2627
-2405,-772,2377
-3432,-1308,2933
-2763,1521,3425
-3429,1825,3730
-2295,-776,2453
-3037,-2016,3657
-3524,-2653,3672
-2068,667 1,511
-3131,-732,2980
-2713,2761,2898
-3381,-2644,4191
-3137,-725,2842
-2313,-1826,2708
-3354,1909,3586
-2476,559 2,375
-2818,-898,2590
-2767,-451,2414
-2956,-298,3705
-3456,-2519,4388
-2128,-32 2,258
-3131,672 3,159
-2840,1967,2771
-2794,2027,2597
-2920,767 1,895
-2367,1208,2440
-3582,-1632,3877
-2267,-1956,2413
-3129,-120,3138
-3459,932 3,698
-2476,2664,2944
-3575,2374,2634
-2404,698 2,244
-3294,-19 2,966
-3220,-1810,3612
-2077,1967,1904
-3111,-1174,3326
-2623,3107,2802
-3706,-2658,3594
-2479,2203,1071
-3043,-1755,2803
-3281,2355,3329
-2860,-2772,3024
-2828,1166,1849
-2563,-2964,3167
-3096,244 3,561
-3109,-1344,2900
-2241,2344,2047
-3635,1428,2992
-2349,-17 2,299
-2939,-396,2183
-2845,-586,2703
-2432,1896,2399
-3387,111 3,105
-2593,2380,2237
-3774,-1555,3637
-2593,-1032,2889
-3642,-1412,3045
-2913,1199,2470
-2581,1350,2434
-2866,2507,3116
-3449,-1853,3477
-2286,1987,1954
-2823,-2373,2686
-2590,-23 2,226
-3144,-167,2859
-2130,-47 1,482
-2648,1177,2730
-3316,246 3,404
-2616,1224,2671
-3507,-1053,3114
-2499,-1318,2661
-3748,-577,4173
-2330,2014,2017
-2709,170 2,874
-3504,2991,3018
-2569,-1630,2897
-3268,174 2,314
-2297,-1823,2013
-3148,2983,3219
-3215,-747,2626
-2198,790 2,130
-3406,-1297,3090
-3106,343 3,302
-3462,-2086,3402
-2232,-93 1,852
-2936,1662,3051
-3239,647 3,329
-2630,-287,2887
-2749,-298,2303
-2933,267 2,903
-3001,-1727,3076
-3611,-541,2402
-2012,1336,1905
-3806,1002,3549
-2412,1336,2757
-2724,-1661,2503
-3016,1122,2403
-2910,-2091,3350
-3792,948 3,133
-2078,-1622,2105
-2845,1124,2864
-2939,-19 3,329
-2904,433 2,687
-2723,1002,2435
-2672,-2806,2949
-3532,1119,3341
-2846,-4287,2892
-2868,2087,2807
-3025,-1070,3184
-2830,651 3,326
-2766,593 2,503
-3248,-163,3344
-2508,712 2,122
-3137,-458,3130
-2291,652 1,883
-3489,142 3,535
-2267,581 2,339
-2953,-1773,2897
-3269,1226,3718
-2700,-2105,3375
-3422,1817,3995
-2784,626 2,457
-3177,1863,3075
-2541,-301,2956
-2569,597 2,197
-3741,97 33,43
-2027,-746,2362
-3083,450 2,788
-2551,169 1,993
-2974,3274,2503
-2683,-629,3119
-2909,2797,2732
-3400,-661,3359
-2537,-1365,2624
-3267,-607,2683
-3204,14 28,52
-2836,2877,2603
-2876,3429,2438
-2559,422 2,723
-3306,-2633,3810
-3387,-2267,3354
-2476,-1785,2447
-3290,3404,2358
-2332,1837,2229
-3235,561 2,640
-2620,-2055,2534
-3062,-1751,2945
-3063,-840,3437
-2588,1154,2111
-3270,-740,3464
-2891,384 2,916
-2994,-138,2432
-2921,183 2,905
-2121,796 3,258
-3758,1016,4021
-2422,-2827,2443
-3166,112 2,621
-2565,-98 2,162
-3244,1670,3300
-3007,473 2,554
-2199,-1962,2418
-3431,-578,3794
-3161,-1228,3747
-2608,217 2,692
-3003,1116,2708
-2860,-474,3276
-3652,-2122,3829
-2484,-958,2613
-2371,96 25,89
-3183,704 3,10
-2643,-1222,3238
-3179,-161,1927
-2532,-801,2867
-3718,1020,3479
-2552,-1303,3125
-2784,945 2,268
-3697,-1948,4309
-2532,692 2,919
-3289,691 2,629
-2190,2182,2150
-3368,-2438,4155
-3041,-1249,3072
-2018,-1066,2238
-3290,4445,3329
-2320,875 2,700
-3215,743 2,671
-2877,-1432,1756
-3056,-1813,3362
-2798,-241,3435
-2806,-516,3374
-3176,2214,3705
-2548,906 2,906
-3112,-2115,3505
-2956,-605,2067
-2497,1630,2380
-2952,386 2,763
-2717,1087,2401
-2902,-721,2818
-3029,-241,3229
-2753,-545,2542
-3887,690 3,72
-2007,2512,1802
-3466,136 3,63
-3037,435 3,24
-2770,257 2,664
-2989,-323,2513
-2490,1339,2405
-3399,-573,2948
-2668,-263,2521
-3135,765 2,36
-2511,-313,2521
-3038,1868,2972
-3108,747 2,990
-3158,-2961,2614
-2868,-681,2777
-3314,-625,2972
-2576,1349,2565
-3321,-37 2,697
-2466,-1452,2651
-3369,-538,3597
-2712,-1362,3353
-2707,120 3,188
-3001,485 2,154
-2579,462 2,656
-3490,-695,2986
-2125,1716,1950
-3296,-1427,3459
-2721,-764,2943
-2546,-1569,2926
-3744,-677,3515
-2508,2098,2731
-3407,886 3,430
-2971,-41 2,867
-2565,-611,3065
-3676,-1508,3174
-2140,693 2,355
-3116,238 2,790
-2816,1471,2572
-3338,-1539,3468
-2666,-655,1933
-2876,-372,2864
-3494,2685,3448
-2647,-1426,2827
-2693,1396,2615
-3196,-1165,3577
-3079,430 3,711
-3516,-1462,3879
-1858,2092,1304
-3389,696 4,52
-3108,-117,3496
-2490,-1832,1969
-2874,1951,1703
-2539,-416,3187
-3752,-611,3741
-2413,-1377,1831
-2963,390 2,911
-2937,994 3,275
-3173,-926,3227
-2762,721 2,280
-2460,1161,2566
-3475,-637,3697
-2729,-821,2101
-2466,-725,2720
-3319,-451,3369
-2853,-1113,3480
-3105,-1233,2881
-2664,3308,2251
-2855,13 31,59
-3534,683 2,996
-1899,84 16,44
-3120,1126,2820
-2744,-1652,3988
-3239,-1372,2976
-2508,534 2,356
-3198,356 3,356
-3116,1157,3132
-2866,1192,2197
-2668,1303,2579
-3189,-865,3271
-2930,-1868,3146
-3066,498 2,30
-2563,992 2,947
-3497,1239,3777
-3206,-2520,3606
-2584,2531,2192
-3306,-1123,4019
-2376,2318,3116
-3648,-2095,3254
-2331,639 2,1
-3009,-1897,3473
-2936,-399,3195
-2715,-396,2745
-3186,1273,3322
-2803,-1759,3534
-3183,-625,3039
-2584,1261,1793
-2417,42 29,23
-3582,-320,3843
-2692,-1365,2157
-2817,-2259,2731
-2627,2570,3132
-3468,-56 3,990
-3236,1106,2586
-2349,-1040,2089
-3563,-776,3381
-3011,-192,3140
-3440,446 3,549
-2499,953 2,228
-2733,114 2,881
-3704,-459,3494
-2599,-712,2289
-2650,1382,2257
-3225,-901,2890
-2688,-1209,3194
-3547,-627,3495
-2273,-305,2220
-3272,61 38,38
-3159,1003,3050
-2538,-674,2374
-3196,-305,3161
-2737,903 2,684
-3159,-1670,3710
-2546,-829,2769
-2854,-1115,2914
-3075,-10 3,290
-2759,1856,2607
-3104,91 27,98
-2280,1583,2314
-3181,-1235,3354
-2886,-937,2742
-2155,-140,2062
-2667,1081,2347
-2647,1329,2375
-3643,-297,3599
-2454,196 1,833
-2552,410 2,205
-3402,3023,3469
-2495,-1094,2879
-2689,2311,2159
-3051,-1364,2860
-2581,2997,2725
-3634,-2731,2935
-2019,3147,2030
-3958,-3586,3756
-2114,2192,2443
-2924,-1550,2719
-2898,2981,2175
-2957,-2545,3031
-2850,1308,1837
-2368,1354,1792
-3126,1253,3082
-3098,-162,3562
-2633,-1547,2026
-2876,-45 3,54
-3211,-1582,3353
-3139,2393,3191
-2955,-1329,2417
-2580,2917,2821
-3584,-3175,4132
-2474,48 21,96
-2849,679 1,804
-2735,-663,3164
-3297,764 3,312
-3177,-2779,2730
-2388,207 2,248
-3676,-1126,4932
-2837,820 2,974
-2680,-811,2371
-2724,3149,2531
-3194,-995,3333
-3360,402 3,11
-2552,-810,2401
-2947,-853,3272
-3310,435 3,684
-2797,-1415,2667
-2908,4447,1914
-2176,374 1,960
-4040,-219,4275
-2425,-1375,2533
-3270,-735,3453
-2758,-807,3109
-3053,-782,3663
-2866,2481,2565
-2788,-492,2873
-3099,222 3,310
-3455,-3709,3349
-2585,2466,2685
-2914,-5734,3933
-2992,2782,2752
-2859,-1929,3127
-2443,4214,1781
-2764,-1608,3291
-3410,517 3,74
-2714,-3001,3421
-3015,326 2,392
-2579,-1328,3404
-2682,4291,2004
-3256,-148,2224
-2112,1976,2231
-3727,-1013,3220
-2300,-419,2759
-3699,-1513,4192
-2570,-2333,3603
-3156,-821,3130
-2867,3895,2286
-2981,-10 2,753
-2540,5128,1943
-3268,-3590,3018
-2329,288 1,954
-3009,-2887,3193
-2671,1252,2917
-2913,-219,2992
-3234,1263,3322
-3009,-1475,2748
-3145,1185,2886
-2723,-1248,2710
-3446,67 38,75
-2226,955 1,737
-2450,-1460,2823
-2977,2141,2692
-2760,-1835,2345
-3076,1992,2665
-2531,-1752,1836
-3667,-1271,3839
-3154,-504,2904
-2101,1171,1907
-3412,633 3,697
-3290,-39 3,825
-2739,-1032,2156
-2906,-525,2510
-3264,1165,3110
-3228,-2196,3416
-2021,2763,1481
-2970,-1387,2911
-2961,887 3,627
-3156,-2196,3026
-2458,510 2,28
-3206,-696,3072
-3542,-147,4279
-3155,-827,2634
-2295,1726,1975
-3134,1222,3563
-3188,132 3,934
-3167,-354,2409
-2197,-666,1476
-3309,-586,3652
-3353,-935,3408
-2677,382 2,719
-2758,1582,2548
-2845,-66 3,531
-3655,-840,3730
-2438,171 2,101
-3136,-676,3527
-3222,-734,3393
-2828,-917,3150
-2849,1565,2019
-2920,-3242,3426
-3032,2255,2552
-3025,-2465,3000
-2237,4132,2320
-3169,-3378,4186
-2882,2567,2650
-2680,-1251,2629
-2507,766 2,646
-3226,-2530,3634
-3223,2837,2353
-2049,-1425,2303
-3289,1437,3089
-2774,-1362,3100
-2917,640 2,572
-2794,-804,2731
-2650,1704,2262
-3618,-717,3180
-2402,1604,2034
-3122,-1360,3058
-2809,870 2,354
-2846,20 30,81
-2790,504 2,756
-3227,-288,3175
-2741,116 2,900
-3124,0 259,4
-2849,1487,3109
-3337,-2129,3013
-2482,-71 2,937
-2996,-704,3433
-2701,337 3,221
-3324,-2686,4009
-3115,1426,2877
-2294,-497,2376
-3394,2986,3100
-2188,-846,2637
-3063,-533,3106
-2995,-2652,3253
-2352,31 23,5
-3618,-400,3925
-2850,1929,2818
-2977,-966,3087
-2954,694 2,674
-3058,-1687,3939
-3160,1329,3110
-2309,569 1,997
-2768,1053,2473
-2997,-1940,3003
-3195,491 2,784
-2542,-591,1928
-2424,1842,2469
-3884,44 37,66
-2691,-61 2,618
-3008,-562,2705
-3087,1124,2795
-2923,1409,2765
-3099,116 3,55
-2038,1533,1960
-3616,-2505,4501
-3065,761 2,637
-2602,-3461,1887
-3021,2152,2397
-3336,-1715,3794
-3170,1837,2822
-2555,-844,2416
-2552,3044,2993
-3589,-5312,4676
-2554,1286,2734
-2782,-2616,2803
-2769,2592,2539
-3616,-3002,4873
-2799,523 2,377
-2636,-1901,3118
-3323,962 3,619
-2901,-1678,3934
-2850,4046,2006
-2583,-3105,2561
-3238,214 3,372
-3320,-2016,2864
-1941,2254,2162
-3332,-389,3473
-2673,119 3,3
-3289,-1354,2955
-2667,2735,2101
-3156,-1011,4094
-3318,1976,2264
-2411,-962,2577
-3343,343 2,868
-2799,-1762,3644
-2820,2680,2109
-2596,817 2,67
-2969,1661,3027
-3078,-2891,2702
-2537,529 1,889
-2942,135 2,548
-2848,-867,3373
-2618,1588,1959
-3139,47 30,25
-2935,-447,3392
-3184,8 315,2
-2259,176 1,961
-2619,2799,2726
-3575,-3485,3288
-1735,2298,960
-3186,946 2,252
-2632,2556,2384
-3136,-2119,3365
-3095,-1864,2682
-2817,-874,2499
-3372,1155,3833
-2935,1232,2843
-2726,2211,2641
-2713,-625,2851
-2968,-2018,2874
-2809,-983,2257
-2658,1977,2357
-2643,1744,2473
-2721,2022,2356
-3011,-2510,2762
-3224,943 2,591
-2633,-1133,2930
-3378,2850,2693
-2613,614 2,254
-2725,1334,2652
-3434,-866,3282
-2369,1168,2126
-3107,-120,3285
-3138,54 29,50
-3074,-2676,3338
-3078,623 2,263
-2949,152 2,937
-2696,2496,2823
-2902,486 2,529
-2811,-595,2614
-2954,250 2,759
-3265,-3039,3591
-3061,675 2,422
-2568,-1924,2789
-3756,15 42,73
-3087,-216,2951
-2935,780 2,646
-2909,-167,2861
-3005,1251,3034
-3126,-1789,2552
-2187,-441,1446
-3373,-2872,3273
-2867,2305,2917
-2965,161 2,969
-2405,656 2,472
-3615,-3290,3709
-2968,4 299,1
-2903,-1732,1926
-2681,4407,2626
-3533,1626,3026
-2070,1554,2011
-3085,-3614,2688
-2797,-637,2237
-3054,-1110,3228
-2623,3212,1939
-2449,1738,2214
-3305,130 3,583
-2812,-3546,3024
-2930,135 2,614
-2730,397 2,630
-2681,4191,2427
-3318,261 2,404
-2591,298 1,931
-3300,-1579,2797
-2803,-973,3228
-2889,1214,3184
-3088,-50 2,861
-2911,193 3,44
-3204,1216,2351
-2528,1576,1657
-2835,1980,2815
-2927,-1047,3490
-3085,-2783,2421
-2586,-1313,2714
-3022,910 3,544
-3475,1414,3025
-2691,1859,2180
-3018,-2180,2942
-3093,-396,3171
-3053,-1231,3140
-2604,1350,2452
-2575,2309,2508
-3052,315 3,168
-3148,-1210,2815
-2677,-841,2365
-3163,-90 4,73
-2830,1689,2742
-3121,-1493,3280
-2680,3431,2515
-3025,-2038,3208
-2914,3105,1942
-2740,-1841,2347
-2797,2791,2215
-3023,-4560,3427
-3226,1138,2811
-2298,-2127,2621
-3337,980 3,779
-3215,-691,4053
-2783,1144,2548
-2878,-791,3104
-2896,784 3,144
-2966,-875,3573
-2042,4391,1445
-2945,-4197,2762
-2291,4858,2508
-3810,-4483,2411
-1814,2974,1523
-4238,-3167,4173
-2499,3109,2632
-3735,-1880,3087
-2861,2153,2884
-3224,-1085,3468
-3108,1775,2529
-2534,-1477,1914
-3206,-822,3011
-2502,1091,2578
-3328,-2176,3433
-2719,411 2,591
-2943,-903,2698
-2953,-129,2871
-2956,888 2,409
-3196,-1503,3641
-2710,-947,2832
-2963,-649,3291
-2841,21 30,45
-2665,-748,2831
-2842,-334,2325
-3055,-351,2530
-2377,1388,1702
-3243,-810,3795
-2476,1239,2221
-2957,299 2,655
-2578,-1627,2841
-3493,1234,3319
-2753,114 2,484
-2743,3558,1582
-3121,-2157,3679
-3040,138 2,609
-2943,-3107,2883
-2649,2937,2476
-3263,-797,3494
-2774,2430,2370
-2726,-2992,2231
-3275,605 3,73
-2837,231 2,466
-2443,3247,2249
-2794,852 2,130
-2790,220 1,835
-3479,-2777,3198
-2654,2458,1970
-3457,-827,3286
-2885,4754,2958
-2907,-4674,2720
-2930,4493,2528
-2934,-5124,3566
-2662,3336,2377
-3162,-2746,2416
-2274,4184,1773
-3585,-4747,3728
-2353,1228,1683
-2571,849 1,892
-2753,1737,2864
-3234,-1254,4203
-3015,-2054,2170
-2654,-176,2303
-3828,395 4,578
-3015,95 29,2
-2730,3518,1871
-2803,-1131,2701
-2690,-389,3649
-3776,-1904,3263
-2347,-1106,1856
-3345,-528,3365
-2989,786 2,978
-2411,3094,1220
-3183,2112,2963
-2660,153 2,471
-2905,-1537,2606
-2721,721 2,43
-3205,-2763,3596
-3282,1503,3307
-2887,526 2,579
-2873,3224,2709
-2825,-256,3540
-3098,-245,2213
-2990,-840,2180
-2403,2607,2231
-3771,-869,2798
-2069,3415,1075
-3571,-2645,3558
-2344,1909,2252
-3040,-409,2349
-2937,1129,2543
-3075,401 2,918
-3230,1661,3571
-2922,777 1,437
-2651,395 2,573
-3146,-2144,3539
-3021,-786,3123
-2793,-1138,2274
-2559,1322,2602
-3375,-277,3185
-2965,1210,2491
-2390,-842,1454
-3214,518 3,235
-2446,-1216,2578
-3581,854 3,23
-2227,313 2,723
-3162,161 3,205
-3131,-38 2,558
-2611,2021,2569
-2835,1523,2681
-2371,2312,1682
-2809,-976,2608
-3167,159 2,863
-2653,-1024,2849
-3348,2971,3244
-2520,90 21,59
-2853,2825,2915
-3010,-1874,2241
-2088,1557,2122
-3672,-663,3098
-2295,383 2,705
-3130,1542,2648
-2602,281 2,264
-2759,2142,1883
-3283,-829,3264
-2370,3308,1494
-2938,1296,2544
-2932,-911,2888
-3448,-1330,3396
-3049,1593,2292
-2505,3363,2203
-3655,1460,3962
-2585,-758,2661
-2784,-1917,2639
-3282,-2607,3307
-3137,161 3,737
-3532,787 2,900
-1577,1165,1102
-3720,-1735,3982
-3306,77 34,93
-2539,-1915,1991
-2505,4210,2269
-3072,-2673,3692
-3652,3531,3231
-2310,-3514,1159
-2712,3259,2709
-3510,-1831,4332
-2980,2666,3324
-3043,-2627,2610
-2474,646 2,860
-4373,-4307,4449
-2502,5353,1714
-2169,-130,1126
-3027,4616,3305
-2962,-4408,2661
-3073,65 27,27
-2157,260 1,295
-3206,3541,3438
-3477,-712,2950
-1694,2416,1004
-3874,-3839,3374
-3134,924 3,660
-3476,-2508,3069
-2180,4293,1818
-2945,-617,2965
-4164,-1025,3701
-1933,392 5,88
-2771,731 1,761
-2814,1408,2938
-3026,-1355,3522
-2659,635 2,34
-2740,-3573,3332
-3895,859 4,530
-3003,-702,3106
-2783,3579,2285
-3185,-2821,4068
-2543,-558,2873
-3607,-3568,3244
-1861,-26 2,107
-3480,-1317,4042
-2703,4123,2082
-2364,-3885,2649
-3343,993 3,237
-2319,-3283,2855
-3417,4046,2696
-2528,-971,2616
-2820,1397,2734
-3389,-219,2864
-2824,944 2,937
-3338,-571,3542
-2345,155 2,212
-3137,1749,2176
-3239,-1069,3372
-3038,501 2,955
-2911,-1186,2618
-2476,3603,1592
-3347,-1229,4009
-2577,347 2,55
-2072,-1593,1864
-3165,2885,2351
-2549,-1064,2749
-3307,2668,2330
-2690,-2826,2024
-3300,904 3,97
-3713,-1839,3698
-1853,2923,1460
-3220,-514,3679
-3126,1063,3188
-3220,-2567,2534
-2525,3763,1683
-2810,-1631,2999
-3339,1349,2964
-2123,-246,1169
-2924,124 2,341
-3006,386 3,355
-3421,-2474,3464
-2769,4227,2321
-2515,-3073,3066
-3942,2075,3753
-2822,-4899,1906
-2284,5672,1677
-2984,-2099,3414
-2902,5166,2385
-3392,-4236,3022
-2249,1708,1483
-3239,-2257,2986
-3677,5289,2381
-1959,-3119,1843
-3177,4192,3065
-3334,-5919,3946
-3611,1332,3384
-2979,-4131,2981
-2204,4633,2523
-4373,-3540,4468
-2007,2610,2001
-3102,-2716,2332
-1882,1651,2140
-3819,-2446,3870
-2694,-178,1722
-2166,1586,1228
-3392,-38 3,828
-2855,-1054,3308
-3260,1144,2724
-2366,-1104,2893
-3486,744 4,250
-3681,729 3,462
-2383,377 1,426
-2834,1671,2771
-3625,-1787,4009
-2663,799 2,203
-2588,102 1,732
-2714,486 3,375
-4086,640 4,174
-2696,880 2,209
-2312,-184,2013
-3259,945 3,514
-2904,-909,3022
-3217,927 2,138
-1790,522 2,289
-3785,-1376,4148
-2624,1482,2401
-2557,-605,2040
-3165,180 2,681
-2556,-1613,2016
-3311,3047,2366
-2089,506 2,38
-3354,-1458,3333
-3183,-850,2527
-2603,-899,2038
-3340,1882,3500
-2622,-1320,2295
-2836,2907,2085
-3193,-2243,3070
-2564,251 2,514
-3355,-1649,3165
-2595,2967,1806
-3070,-1139,3160
-3135,2340,2707
-2037,-2695,1486
-3272,1833,2957
-2752,-3607,2644
-2977,3985,2574
-2956,-2010,2962
-2966,5291,2914
-3692,-4203,3684
-1762,4011,1670
-3390,-3478,3525
-2756,4181,2558
-3006,-2757,2511
-2653,5777,1691
-2737,-2558,2762
-3824,2174,3502
-2381,-4512,2291
-3112,4269,2442
-3299,-431,3764
-2454,2705,2100
-3050,155 2,188
-2656,296 2,736
-3438,-2839,3512
-2389,504 2,235
-2851,-401,2510
-3049,-205,3849
-3112,-2889,2570
-2662,3154,2256
-2876,-480,2399
-2892,1008,3724
-3141,-2975,2460
-1770,1983,1510
-3836,-2084,4264
-2819,-582,2659
-2768,2593,1692
-3056,-113,3030
-2866,528 3,525
-4107,-2618,3541
-1601,288 1,273
-3610,-154,4048
-3019,1742,3916
-3276,-1292,1987
-2151,713 2,170
-3364,-1413,3447
-3484,1336,3112
-2415,-1859,1291
-2754,-513,3255
-3630,166 4,373
-3031,-152,3274
-2549,1996,1548
-2774,-2183,2995
-3717,2249,3460
-2741,-1623,1980
-1781,2383,1767
-3621,-543,3778
-2502,22 30,61
-2943,-362,2296
-2802,-522,2294
-3392,-1215,3423
-3496,3010,2793
-1799,-1222,1744
-3384,1078,3434
-2930,-3973,3107
-2775,2960,2296
-2593,-1619,2460
-2742,672 2,750
-3931,-2941,3758
-1843,2581,1361
-3170,-1867,3066
-2860,2756,3161
-3192,-2675,2789
-2573,2259,2243
-2599,-1056,2583
-3687,1094,4333
-2472,-105,2109
-2608,-410,2569
-3072,961 2,903
-2952,-675,3133
-3085,1730,2476
-2217,72 19,8
-3122,871 3,713
-4002,-2895,3904
-2337,515 2,128
-3564,-676,3512
-2720,1366,3730
-3687,-2513,3993
-2978,1050,2515
-2532,-3863,2593
-3394,5048,3183
-2900,-4512,2888
-2834,3519,2589
-2527,-4688,3351
-3106,2519,3396
-3033,-1860,3149
-2419,1638,2507
-3663,-2079,3356
-2996,1004,3298
-3763,-3655,4487
-2618,1344,3232
-3067,-2337,3413
-3076,2228,3201
-2884,-1967,2426
-2851,212 2,639
-2798,-59 1,816
-2297,1168,2290
-3541,-783,3798
-2205,-2042,2484
-2762,880 2,606
-3401,-955,3657
-2967,2271,2891
-3229,-1087,2791
-1987,2305,1803
-4347,-3783,5031
-2446,1956,2156
-2612,-1644,2050
-2342,3945,1955
-3386,-3103,3487
-3244,2834,1959
-1604,-726,1132
-3855,-372,4513
-3540,-868,4295
-2217,1481,1778
-2538,-360,2167
-3073,1434,3275
-4193,-3617,4399
-1926,3380,509
-2701,-713,2528
-3832,1439,4695
-2733,-2711,2882
-2788,-365,1805
-2534,-798,2515
-3875,981 3,972
-2973,-829,2410
-2016,1078,1398
-3482,74 39,54
-3073,-1765,3874
-3156,43 25,10
-2199,-262,2119
-3240,960 3,128
-3612,249 3,396
-2354,189 1,537
-2852,-534,3287
-2926,605 3,37
-3159,598 3,134
-2690,1906,2565
-2518,-1665,2624
-3792,1 341,3
-2813,261 2,60
-2984,980 3,293
-3267,748 3,51
-2627,-615,2529
-3438,-309,3035
-2486,-573,2917
-3217,888 2,695
-2804,520 1,913
-2166,415 1,786
-3531,-1259,3330
-2504,320 2,356
-2950,965 2,472
-2260,1669,2213
-3394,-788,3132
-3350,-320,2752
-2364,387 1,758
-3584,246 3,689
-2818,1098,3021
-2906,-1266,2913
-2961,712 2,582
-2612,-470,2810
-3596,954 3,470
-2057,-1007,1063
-3332,-579,3479
-3250,-1572,3344
-2219,601 2,641
-3064,804 2,691
-2241,337 2,698
-3748,-1057,3823
-2613,-543,2285
-2721,-1010,2712
-3053,2858,2793
-2649,-1823,2984
-2838,2638,2429
-2704,-3478,2785
-3201,1811,3059
-3081,-899,2929
-2826,2137,2547
-3040,-64 2,790
-2710,-1483,3462
-3550,-50 3,482
-2544,-790,2761
-2572,1493,2539
-3266,1406,2819
-2524,480 2,314
-3285,571 2,608
-2605,-1781,2789
-3343,-179,3116
-2973,1325,2861
-2447,1222,2393
-3090,1428,2841
-3003,-382,2658
-3356,-965,3344
-2712,690 2,485
-2360,1099,2197
-3393,1584,3093
-2444,-360,2563
-3321,-1827,2724
-2647,1333,2737
-3656,-1065,3754
-2612,46 21,33
-2185,1986,1709
-3442,-1424,4143
-2793,1463,2529
-2453,-977,1762
-2586,1670,1366
-3106,-1622,3959
-3652,-292,3529
-1937,-202,1288
-3089,2555,3558
-3582,-1323,4190
-2550,657 2,129
-3290,-1938,2603
-2139,1126,2179
-3852,2306,3210
-2226,62 15,88
-1910,1461,1637
-3692,-2939,4363
-3131,-215,2895
-2977,-601,2573
-2619,1509,2615
-3977,165 4,656
-3423,-467,2338
-2273,-211,1799
-2787,2464,2947
-3017,-2059,3404
-2915,3393,1979
-2287,-2823,1910
-2930,1528,3189
-4060,-2166,4028
-2000,1339,1765
-3337,-219,3771
-2898,863 3,556
-3108,-446,2681
-2508,1953,2236
-2546,-1380,3031
-3645,96 38,11
-2903,-938,3212
-2618,799 2,323
-2812,1292,3090
-3389,-391,3026
-3170,-398,2771
-2568,362 2,826
-3138,377 3,799
-3198,-299,3662
-2850,-547,3669
-2728,-938,3006
-2636,424 2,782
-3318,28 31,56
-2287,2135,1716
-2721,1645,1872
-3086,7 307,5
-2687,-1740,2770
-3152,-342,3470
-2611,1124,3466
-3434,2647,3195
-2920,-205,2556
-3161,-146,2873
-3246,-900,3221
-2865,1179,2752
-2913,1107,3085
-2564,349 3,140
-3245,-2790,3709
-3509,-428,3575
-2383,1218,1999
-3469,-304,3647
-2603,3518,2508
-3101,-3404,2789
-2660,901 2,917
-2677,-2317,3154
-3437,397 4,325
-2540,-390,2024
-3145,-2212,3541
-3274,504 2,958
-2759,-623,3201
-2734,1832,2813
-2311,248 2,820
-3194,-741,3385
-3061,-940,3160
-2700,1122,2177
-3328,2029,2958
-2862,-828,2944
-3468,322 3,308
-2737,-2057,3183
-3294,3103,3349
-2495,-698,2730
-3183,2289,3155
-2466,-949,2236
-2881,883 3,183
-2847,-1851,2457
-2677,841 2,847
-2381,1056,1781
-2934,1691,2684
-3161,-1182,2620
-2887,624 2,704
-2899,901 2,280
-2856,2581,3473
-3702,-2629,3622
-2363,2343,2011
-2793,-1218,2081
-2874,1478,2553
-3502,-782,2938
-2851,610 2,626
-2752,-298,2571
-3046,2667,2956
-3240,-2755,3505
-2980,1531,2525
-2821,-2215,2523
-3185,3538,3226
-3107,-2042,2887
-2593,1669,2327
-2962,-1978,2559
-2957,564 3,218
-2952,-1641,2368
-2640,1900,3028
-3150,-633,3236
-3538,-802,4005
-3105,-1878,2951
-2193,1760,2094
-3742,-330,3615
-2462,1889,2367
-3117,-1722,3013
-2674,-463,2903
-3443,-1568,4250
-3035,-575,2537
-2333,495 1,923
-3017,504 3,115
-3084,-1727,3160
-3094,504 3,302
-2176,840 2,466
-3227,-2720,4000
-3126,1541,2916
-2538,-4665,2381
-2776,4243,2713
-3577,-3350,3877
-2832,2965,3114
-2654,-244,2502
-3177,-706,3868
-3653,-1108,3600
-2483,1331,1911
-2516,-1161,2262
-3077,3393,2995
-3186,-3837,3657
-2460,932 1,829
-2847,-2439,3418
-3399,1195,4095
-3357,-588,3767
-2200,3443,1116
-2890,-269,3030
-3154,286 2,776
-2887,-1477,2342
-2601,1342,2130
-2739,1236,3540
-3484,-469,4037
-2612,570 1,947
-2470,969 1,810
-2917,-630,3140
