X,y,Z
-15470,10138,13706
-10147,2856,12627
-16030,6855,13747
-9741,-3412,7860
-11211,-1056,1 11044
-14890,4968,13921
-9440,3930 1,882
-9730,10866,5608
-10109,-5387,11140
-14289,-6182,12174
-12348,-1739,6 12168
-10483,13675,8793
-12882,6797,14006
-12539,3394,14114
-13414,-1238,7991
-10939,-1369,7 9898
-13780,2592,12883
-13210,3226,14191
-9505,7784 1,44
-13853,-9353,15924
-11014,-7752,12988
-14304,-1229,5 13293
-10071,8419,9626
-11377,5154,13119
-12641, 908 1,3666
-10320,-8022,12617
-12975,-6202,14074
-9555,4528 9,240
-12830,7332,9571
-10797,2187,9033
-13790,-7573,12355
-12341,-1207,4 15881
-13019,2695,13325
-12419, 495 1,8133
-11238,5233,12515
-12225,-8299,11141
-12573,-3372,8984
-11824,-2156,11689
-11798,9517,11395
-11286,8345,10338
-11444,-2693,14377
-12387,-1116,9 12531
-9813,-4385,8879
-15697,-1921,14809
-7622,16807,8551
-13695,-1018,14308
-13066, 842 1,2771
-11827,-1284,2 12498
-13994,-7636,12266
-9344,3309 9,832
-14456,2836,12655
-10913,2427,10530
-11776,3726,9381
-12474, 314 9,840
-9929,8653 9,346
-12691,1701,8669
-8148,-1087,8311
-15732,-2920,14515
-10278,-810,10425
-11699,5563,11360
-11890,6842,8296
-10751,-4256,12829
-16237,-3865,11652
-5420,634 64,89
-16835,-2235,16095
-9860,11886,7215
-10727,-9827,7193
-11847,9050,7821
-11443,-1130,0 13951
-15193,7787,12427
-7153,-7225,7772
-14236,6947,14889
-11294,-5396,12080
-12626,-3288,10888
-10392,1784,9242
-11094,1982,13724
-13639,8383,13079
-8733,-6726,7085
-11273, 78 10,963
-12351,-293,10474
-10876,-1974,9667
-12103,2666,10420
-10021,-2251,12046
-15809, 717 1,6024
-9363,4599 6,611
-12312,-2644,11133
-12580,3411,13699
-12384,-1086,0 11779
-12393,2536,12209
-10890,-1494,10166
-11973,13970,8692
-11414,-5588,8684
-9299,5536 8,246
-13321,-8895,14775
-10874,1098,9694
-11075,2468,11829
-12508,3508,11648
-10949,3736,10094
-13270,-6788,9075
-9652,4017 9,261
-14240,-481,15481
-9711,6270 9,296
-12001,-996,10262
-12255,1880,10413
-11000,-3164,9348
-14536,4910,9213
-6996,10283,5663
-15661,3017,15948
-11733,-3788,11808
-11257,-1173,3 12998
-15768,-340,14348
-8036,-1994,11880
-15827,5366,13415
-11484,-8958,12152
-10571,10002,8609
-14320,-1432,8 11382
-6659,16894,8623
-15808,-7049,13827
-7180,7229 9,218
-13938,-7679,10311
-11525,1679,13013
-12402,5730,10305
-11442, 524 1,68
-10129,3604,13626
-15763,-7209,15465
-8830,306 10,582
-14282,-3916,13613
-12534,1955,14404
-10559,1371,10130
-14686,-2396,10936
-6787,6426 7,532
-17052,-7116,16496
-8457,5983 7,699
-9519,-4202,8603
-13966,-4791,13108
-11263,7475,11626
-15273,-4746,13299
-6787,8695 5,649
-16680,-1010,9 18252
-9164,9998 9,0
-13297,-1525,0 12806
-9576,21096,10325
-13779,-9695,13773
-11193,14646,9047
-11325,-1214,7 9300
-11834,5411,12552
-12204,-334,11058
-11949, 403 1,874
-12039,7554,10487
-11776,-205,9183
-13703,-322,16141
-11271,-7354,9644
-11168,-2180,11163
-13390,2200,11527
-10823,1269,12346
-12911,14626,12040
-11343,-1229,9 9914
-10320,9057,10089
-15635,-1131,1 14005
-8105,4364 8,454
-15022,-249,12087
-8415,1639 7,219
-13557,-2230,13550
-13561,3334,9445
-8888,-1253,11346
-13814,9888,7931
-9896,-6525,12647
-14177,3690,12020
-9812,-10459,8488
-11416,9446,11515
-14311,-9435,15291
-10229,4469,11340
-14211,-4128,11167
-9773,-1996,11651
-14360,-2170,13756
-11219, 954 1,1619
-8192,3575 8,616
-13845,-1823,11417
-8169,-2435,10808
-15435,-2909,10554
-7050,-971 9,83
-14911,9212,12650
-12334,-4987,14909
-9600,4748 9,77
-12622,-6111,12146
-13248, 380 1,4113
-12715,-354,11274
-11033, 938 9,939
-11768,4046,10834
-14221,-1037,1 14907
-9412,317 80,84
-12005,-5696,13401
-12240,11193,14801
-12642,-1239,5 12581
-11211,-1714,9572
-11515,-2504,12127
-14202,1883,11399
-8113,5989 7,383
-13106,4982,11008
-10912,-6778,14359
-12463,3752,8815
-12660,-1182,7 11622
-10918,14666,12109
-14332,-1517,6 17432
-12324,14921,11259
-9999,-12796,10955
-14090,15186,10778
-9961,-11327,11841
-12705,15415,8539
-9423,-16069,9645
-11613,15100,12098
-11985,-369,9562
-8077,10993,7663
-14498, 45 11,306
-8847,-1845,9435
-17090,-4048,11493
-8092,7671 7,307
-15097,-683,15720
-11987,7459,8666
-10794,-1006,9 10027
-15197,2647,12685
-9094,-10350,10381
-14384,11625,12914
-12214,-3938,12234
-11130,5819,9202
-13439,-1341,0 10994
-11106, 838 1,1960
-12894, 26 12,408
-8445,7944 8,925
-11882,5647,12271
-13802,-3725,14630
-11863,-9223,11693
-11641,1402,8420
-10624,-5720,13557
-15898,6469,17327
-10739, 194 1,1087
-10590,2590,8473
-12592,-7402,13876
-12998,1262,12405
-12115,-255,10755
-8024,14347,8306
-15233,-9058,17015
-11529,7538,11699
-9434,-10445,7659
-11533,7772,11006
-12162,1047,12114
-12117,3446,11067
-9660,81 800,9
-11933,-1362,14266
-13728, 411 1,2636
-9716,-9007,8483
-13336,13106,11249
-12080,-9776,12450
-13110,3100,11201
-11000,-7062,12337
-12857,1720,13622
-12042,-3311,12130
-10688,1972,8481
-11205,1134,12695
-12505,6214,9158
-10104,-8029,9635
-13064,6804,12826
-11174,-217,12449
-14048,3765,12650
-9257,-3820,8781
-12153, 457 1,6538
-14383,-3850,14686
-8397,7013 9,126
-15058,-1325,12120
-7973,6810 1,1427
-17101,-1369,13472
-7302,-5571,6287
-12256,-548,13021
-13854,8961,13272
-7711,-161 8,662
-12603,3229,9108
-11369,-8132,13229
-14332,8783,13206
-9937,4518 8,387
-10392,6100,11114
-15382,-6819,16336
-9751,-1906,9053
-13470,-5189,11457
-9898,21840,8703
-14240,-5901,15804
-11454,13872,8847
-9502,-20830,10084
-16593, -95 1,4688
-8368,-8311,10189
-14321,21097,11081
-11078,-252,12098
-11476,9237,11912
-14221,-1635,0 13168
-9455,261 10,408
-14812,3980,13653
-9220,12674,9531
-13354,-1681,12433
-11335, 243 1,2170
-12164,-1289,9 12839
-12725,8373,11201
-11323,-5424,12038
-12668,14797,11892
-11190,-8415,10455
-11246,-1646,10224
-13687,-6819,9996
-8074,13011,8067
-13724,2749,9871
-10815,-4481,12302
-14249,-1008,8 15122
-11202,-1141,6 13212
-11790,12327,11298
-13289,3940,12305
-10713,7967,9505
-10044,6802,7368
-14470,-1705,3 13716
-10234,7962,10960
-11465,-1845,11784
-8993,16397,8720
-16590,-1710,3 17856
-12117, 882 1,1117
-10208,-4615,6329
-13947,6420,13854
-10148,16104,11062
-13815,-1422,2 12117
-6967,7086 6,484
-14506,-2003,4 16324
-12026,6543,13426
-8332,4322 6,914
-12908,5430,11528
-10227,5540,11415
-16176,-1201,5 13724
-6260,2326 6,103
-12024,3898,12984
-15013, 43 16,459
-9226,1691 5,701
-11519,-1059,8 8837
-12155,6705,11974
-14875,-2169,15263
-8268,19001,5756
-9791,-12473,10142
-16207,5323,19152
-13158,-1543,4 12496
-9310,1665 8,168
-12411,4026,14213
-14339,1247,17743
-13181,-8349,12571
-8274,-4200,10370
-14563,2251,16814
-12886,-1366,13867
-9797,7822 7,494
-9834,-6554,9209
-14311,-1638,16158
-14066,-862,11868
-6316,3273 4,956
-12022,5852,12675
-14062,-5587,15270
-11109,-1710,10172
-10994, 60 85,90
-11505,5472,13266
-15234,4000,12602
-8354,1581 8,68
-12761,-1621,12022
-12783,-3472,14323
-11568,5235,10090
-9198,9832 7,273
-12965,-3591,13569
-13350,4425,11234
-12338,-1124,9 11305
-10707,11675,10085
-13452,-9679,15259
-12501,12836,12274
-13316,-1042,9 12995
-10684,-1577,12725
-14943,-2870,14869
-12163,-559,12467
-10536,3077,12054
-12553,-2414,13775
-10625, 581 1,3465
-15077,-6155,15557
-8108,-387 9,184
-13369,-1284,14917
-12719,3679,12241
-10079,-5122,12067
-12394, 820 1,2670
-10780, -23 1,2101
-12486,4074,12566
-11915,-965,8751
-8440,3152 9,405
-14304,-4946,13689
-11916,-2273,11460
-11988,-4710,11412
-8861,4822 1,244
-13844,-1167,14402
-12242,3425,7972
-9988,-9785,12010
-14888,7907,12373
-10367,-6106,11841
-14526,10479,11957
-6828,-2664,5746
-14333,-1741,16107
-15225,-413,13467
-7549,-3383,8107
-13269,2019,14098
-13677,2200,14421
-13265, 750 1,2571
-9788,371 71,6
-10743,-1222,14001
-14534,1526,14082
-8902,-3817,8728
-11268,6017,9891
-12122,1262,12757
-13486,6653,12465
-8993,-3253,7114
-9838,-68 99,69
-17144,-5560,16957
-10876,5637,9797
-12103, 9 114,47
-12141,8803,13006
-14050,-1058,8 14446
-12515,-2892,8772
-9454,-9840,8668
-14691,12531,14089
-10496, 662 1,395
-9512,8764 6,241
-13312,-1484,2 14205
-12212, 830 1,3745
-13106,-1141,2 11628
-8354,18048,7507
-14432,3792,16543
-11679,7846,10211
-10354,-1398,5 11170
-13953,3077,12073
-10396,-2970,12715
-13625,3306,11397
-10169,2400,8720
-11553,-4560,13682
-13712,-3258,10668
-9387,631 10,401
-14845, 235 1,3018
-7936,12256,8042
-14386,-1389,7 12864
-10744, 405 1,316
-13221,-1186,5 14820
-13640,12315,11161
-7745,2047 8,170
-15077,1937,12681
-10407,-7562,12503
-12586,-5089,9736
-11884, 867 9,745
-9307,19157,10685
-13284,4692,13110
-9389,-1683,9199
-12801,-1710,3 11681
-13949,-1881,16490
-11941,7286,10251
-11775,9877,9346
-9903,10617,10076
-14495,-1192,5 12289
-9836,-5780,9295
-13905,-5199,11601
-10489,5880,12656
-11432,8859,11301
-14787,-7175,12520
-8872,-35 98,20
-16720,-1539,0 16454
-8842,11885,10628
-12774,-2177,13923
-12193,4057,12294
-11256,-187,10361
-13472,-1228,3 11499
-10535,-985,8385
-11738,2362,12933
-11283,15532,9648
-11568,-7017,13646
-10752,5398,10135
-12881,-1721,6 12663
-12357,11060,10598
-11508,-7263,11832
-10498,17317,11240
-13823,-1273,5 14388
-10636,-1977,12134
-13898,-1404,9 13182
-9951,12225,9695
-13271,-6716,14953
-13517,11160,10838
-8339,-6556,8418
-15539,-1516,10493
-7612,-5861,9841
-14507,9655,13708
-9584,-4363,12577
-11261,7513,14511
-16258,-1641,3 17378
-9205,10253,8993
-14787,1834,12230
-9379,9881 8,318
-12713,2119,12052
-11185,4607,9118
-9156,-16306,11971
-14694, 216 1,4624
-11189,-4001,11180
-11780,11345,8350
-11144,-1608,11209
-14437,-1609,16454
-14171,-4699,15026
-8481,945 97,58
-13286,-3326,12665
-11981,5283,13518
-14486,-4966,13124
-8400,2330 7,455
-10998,-5823,11214
-16859,1962,15519
-6864,-1383,6486
-11506,6414,8843
-13149,-8264,13708
-13504, 417 1,3149
-10580,-3722,7662
-9213,5615 9,531
-16008,4017,16943
-10295, 893 1,388
-9607,2650 6,502
-13152,-7149,12204
-13282,-1599,12681
-10751,4241,8270
-10245,3918,10634
-13488,2505,15464
-12351,-7163,11437
-9096,-2407,5861
-12204,3516,11020
-12778,-1191,12651
-11581,15624,8645
-9850,-9905,7889
-12002,-1562,13206
-15553,-1818,0 13305
-9900,6188 9,868
-12836,2849,11854
-11165,12284,11372
-12576,-9718,13792
-12007,-2467,9229
-10206,-1328,0 12833
-16081,3166,15688
-7738,1086 9,809
-14143,8514,13717
-10473,-9226,12021
-12769,-3409,12188
-12999,1297,9228
-9178,316 10,368
-14012,12373,13797
-9211,-10203,10559
-14449,1622,13290
-10962,-1072,6 12722
-12360,9655,12318
-13534, 135 1,1011
-8191,11015,9663
-15444,-1296,3 12036
-7957,-666 8,316
-15459,-4019,15196
-9161,5042 1,390
-11456, -34 1,942
-14472,-785,13009
-9578,-7489,12103
-15164,3688,13371
-9900,6880 9,905
-11125,12533,8570
-11113,-5686,11831
-11723,-189,9836
-13292,-1732,9 13059
-9629,10652,8247
-12592,1905,11372
-12529,13670,11731
-10418,-1009,4 8950
-13179,-3473,10347
-11365, 430 1,1638
-15084,5349,13079
-8272,9774 8,98
-13404,-1586,12794
-11997,-8202,12006
-11715,-1575,5 10931
-13428,7875,12552
-8566,12826,7676
-12707,12768,11763
-11525,4570,8596
-9662,-16771,8912
-15444,-2503,12940
-10330, 956 9,875
-11810,3860,11628
-11585,5669,11191
-12930,-3510,14772
-15047,-1124,7 11196
-10706,-1200,7 10466
-13566,13146,12657
-11719,-9411,13479
-12511,14564,9688
-9633,-17800,8747
-9963,8546 1,1999
-13855,-3460,10999
-7727,5129 7,357
-14135,5582,9051
-8889,-6459,10900
-16201, 492 1,5444
-10952,-552,11243
-7664,6828 1,1132
-15252,2329,16001
-11690,-5169,10820
-11157,-4187,7738
-9916,5489 8,108
-13318,14894,12078
-12259,1819,10356
-5897,1461 2,41
-14515,-1430,0 14659
-13772,-585,12771
-10962,-5044,7629
-11734,18976,11969
-13706,-3412,16844
-15609,-6045,15363
-7661,-5493,6736
-12988,-1038,5 14790
-14260,12551,15189
-10786,9490,7126
-9393,-3229,7867
-11650,-1019,12407
-16938,-1316,1 18786
-7756,9527 3,587
-10123,-3116,11282
-15268,8453,17440
-12616,-1101,1 14056
-11829,4905,7750
-9461,-491 1,1376
-17209,4874,18231
-9522,-2678,9078
-8713,-4539,6268
-14632,-5665,15129
-9811,6440 9,421
-12462,-3080,9177
-8185,10565,7813
-13927,-2462,12742
-11937,-8104,10984
-11746,7283,10129
-12038,-4744,12532
-11277,15336,11789
-12593,-6909,10113
-11575,-3786,12138
-12330,-2158,12875
-13281,-4515,12306
-10856,5749,12319
-14962,-4841,14776
-9023,772 10,491
-14856,-7565,16943
-10949,3986,11234
-11101,-1261,12885
-13921,8861,11262
-9771,-13444,11652
-15655,-4789,16637
-8031,-1058,9816
-11800,4866,13382
-12875,5354,12691
-10234,1884,10483
-13197,-1012,7 12719
-11311,-1659,11265
-15012,-3326,18095
-11137,5964,12103
-9866,6237 1,1990
-16039,-4792,12511
-8492,-5203,8425
-14952,-599,11865
-8485,8229 1,1388
-14705,7024,17084
-9866,3495 1,672
-9513,-11784,11412
-15871,3130,12601
-8775,-12006,9482
-13034,18783,10958
-11090,-382,13587
-12880, 940 1,4134
-12557,-5508,12570
-10281,-1231,8 11750
-15330,-4336,16060
-11264, 481 1,46
-12528,2070,14193
-12207,6615,11481
-11398,-4789,14574
-13400, 635 1,348
-7917,-656 9,685
-13635,1836,10908
-10283,-2479,11270
-11097,9670,9816
-10710,4423,8627
-11773, 362 1,2710
-13623,-368,13329
-9143,-6183,10215
-14153,8611,14846
-12317,-3300,12993
-11046,9430,7887
-12090,1779,11643
-14488,-1313,8 15295
-12342,-1720,8 13685
-11974,-4401,12402
-12276,3464,15660
-12968,16668,13841
-8637,-1787,8141
-11243,2882,10683
-12649,-1620,3 13416
-10790,6208,9995
-10162,5394,7206
-9973,14226,12335
-14480,-6911,15344
-10589,-1014,1 10543
-14483,-6728,14168
-11318,5725,10841
-13197,11304,13488
-11991,7265,9028
-9982,-8456,10764
-15494,-7066,15920
-9120,-7729,7910
-11088,6824,10102
-12648,3938,12269
-9914,6023 8,707
-14712,-8831,10253
-7390,6439 8,408
-15357,-4456,16630
-10725,14804,8141
-11333,-1410,2 11838
-12816,15774,11513
-12423,-2263,6 13282
-13766,18611,10885
-8243,-7307,9335
-14449,6814,14345
-11120,-9364,11517
-11940,2081,11356
-11322,3565,9672
-10246,6054,9363
-15111,3265,12758
-8578,1532 7,834
-13146,-9522,14114
-11083,8136,8955
-10281,-1269,4 12594
-14136,18950,11113
-9608,-18502,9135
-14391,16709,11120
-11135,-1387,9 10888
-10917,13259,11147
-13595,-1336,5 13637
-10257,-9961,11526
-13548,2346,12381
-10414,-2104,11666
-12258,6197,10112
-11666,-1291,4 11555
-12027,4056,11966
-12599,-1726,2 11813
-11210,9106,12125
-11127,4931,11789
-10841,13838,10701
-11287,-568,10546
-13902,-8194,10930
-9453,-2934,7834
-14812,6197,11861
-8035,10307,8005
-12576,7276,13076
-13311,-5669,9942
-9427,-7173,10050
-16081,-9257,14813
-10777,10342,11458
-13573,12201,15279
-10213,16032,10299
-12925,-1259,1 13955
-13214,2435,8885
-8958,-10741,8591
-12588,8276,13786
-11213,3228,10689
-10870,6602,8622
-10579,-3825,9180
-11978,-8595,15415
-15558,-2019,14764
-9156,3773 8,773
-12821,4215,12441
-13321,6364,14393
-13827,-6079,14873
-10999, 858 8,199
-9463,-7808,10675
-16810,5114,17599
-10954,-1372,0 10726
-9666,14565,7336
-14651,-1448,7 15031
-10287,14978,12663
-13728,-7801,9786
-7689,3024 9,638
-15911,-5039,16332
-10796,4074,11084
-9346,1472 7,430
-13223,1436,13051
-11770, -21 1,2954
-12296,-7002,8475
-9672,1607 8,951
-12364,-4089,12968
-12316,6406,12362
-9905,178 85,43
-13527,-4564,12964
-11062,-141,12329
-13648,-385,11013
-9493,2304 9,704
-12277,2854,11707
-12099,-5556,12250
-10564,9824,8515
-12904,-7631,11582
-11367,6451,8276
-9982,-177 5,820
-13695,1011,10588
-11564, 547 1,3195
-13599,7698,11554
-8333,-4449,8384
-13288,6178,14483
-14259,-7092,12493
-9086,2454 7,853
-13529,6834,9011
-10670,-2503,15122
-15126,5849,11839
-7010,-12215,5209
-15417,2367,13912
-12059,-1851,14589
-11754,5559,12868
-11509, 438 7,117
-10230,1418,12020
-15668,-7337,12386
-6518,1509 4,767
-14053,8168,11703
-10969,-7289,11233
-10092, 637 8,620
-14933,-9080,10723
-9269,781 10,377
-15188,1855,14918
-12142,5881,11605
-10353,-3977,10876
-14373,-7035,13880
-9271,2764 8,458
-14780,-8793,11660
-7094,13969,7205
-13445,-6661,8653
-9731,4854 9,113
-11678,-5651,8520
-11668,-7835,11106
-9988,7431 1,322
-16461,-1932,15918
-9076,8537 1,1438
-13647,-2760,13345
-12043,-4875,12363
-11831,-112,11153
-13172,-4237,10771
-6575,4254 5,589
-13897,-306,13994
-11252,-1448,9261
-9338,-7024,6758
-13974,1109,10178
-10876,4328,12664
-14237,10982,12676
-7981,1059 7,5
-13480,3664,13606
-13577,-1029,6 13455
-11006,3449,7669
-11934,-1214,4 8199
-13448,10332,14699
-13232,-7771,11999
-11209,10219,11897
-10951,-4135,12982
-14590,5431,13157
-10280,-1104,8488
-12699,2307,9037
-8966,1969 9,676
-14367,5241,13716
-11028,-521,10803
-8539,-4857,10116
-15292,-1069,1 14648
-10429,2253,8816
-14686,-2202,12870
-10496,14288,10028
-12246,3623,15180
-13311,-958,14092
-7835,-7919,10744
-14975,-1172,14315
-10583,-1060,10022
-11188,9000,6391
-11705,-504,11806
-11247,5452,11796
-13905,-8631,10650
-8691,-1160,9993
-14826,-209,11281
-9940,6803 8,950
-14059,3736,11390
-11400,8158,10957
-10919,-3158,11811
-14877,-4780,13992
-9462,-6897,11420
-13421,2090,12457
-10046, -48 8,211
-10509,9966,8960
-14718,-9016,13899
-8950,-1643,11968
-16480,-7157,15463
-8109,529 77,73
-12279,5900,10236
-12528,5158,11627
-9764,-526 9,395
-14218,-6750,12549
-10623,-3256,10343
-13457,2300,13734
-10184,8369,9232
-12253, -21 1,1573
-14142,-5638,11822
-9187,470 77,20
-13727,-4181,14112
-11465,6169,13661
-12680, 455 1,3112
-11564,-4052,9914
-11046,-3561,13456
-14939,-8383,14281
-7175,9896 5,649
-12075, 346 1,1987
-12904,3416,13521
-11664,-1180,2 13220
-13150,4700,9782
-8244,-13857,9648
-14744,10166,15821
-11330,7259,8666
-10887,-740,9791
-12443,5690,12796
-11368,-6507,12775
-15383,-982,16846
-8084,-2136,7354
-14050,4720,13913
-11815,6991,12300
-10503,-1424,10227
-12044,-7701,7904
-8512,3988 8,973
-17187,-4361,16509
-8188,9415 9,496
-15342,6062,14566
-11277, -98 1,2472
-11885, 462 1,2501
-15102,-2217,13950
-9736,-821 1,1587
-13308,4284,12809
-11089,-2670,12942
-13394,-5828,13200
-10132,-1523,11193
-12406,-7455,12872
-13063,5448,15424
-11276,2318,11253
-10514,-985,9922
-12931,3101,13196
-11806,-9748,13117
-11251,5026,10634
-10022,-501,9600
-10931,1874,13129
-13232,-3387,12865
-9512,-3697,9199
-13141,-1031,10649
-10357,4736,10716
-14784,3244,13672
-9630,-398 9,322
-10398,4473,9867
-15482,-5499,18079
-11337,-3546,10528
-10587,6902,6274
-12102,-5772,11190
-12915,12140,12396
-13774,-1393,9 13768
-9100,12602,9920
-15084,-1416,2 17511
-12061,11438,11416
-11450,1659,9950
-12920,7890,12085
-11928,-5126,14427
-13293, 3 135,90
-9123,-8783,9722
-14162,-1012,4 14801
-10510,6693,12247
-12705,-1472,10652
-10501,2245,11106
-10979,-5098,11927
-13457,-1354,12576
-8094,2835 6,609
-13038,-982,12526
-9130,5265 7,174
-12677,1783,11550
-13031,-3250,11503
-10214,1293,11324
-14316,1657,10448
-8738,5721 1,998
-16281,-4051,15175
-11022,2456,13108
-9711,4372 8,593
-13129,12849,12231
-11876,-8145,12758
-12386,1083,7452
-9276,-7442,7288
-14237,8666,15027
-9966,966 11,39
-11117,6031,11949
-13238,-1580,11423
-11296,-7891,11358
-15220,-2099,10905
-8918,4038 9,148
-13837,6067,14960
-13084,-1168,13203
-10407,-1122,9 12665
-14582,2987,13080
-10520,-1374,1 12054
-13216,13089,10045
-11093,-1017,7 9011
-10395,16087,11016
-15037,-1710,0 16495
-9795,6660 1,531
-12295,-9778,12235
-10314,3856,10253
-14033,-2250,13804
-12422, 373 1,3607
-10161,-5354,9246
-12769,-886,13424
-12084,-337,13852
-11639,2576,11412
-10623,-4516,8681
-11180,-171,12161
-14274,-1106,14176
-9064,7100 7,394
-12896, 345 1,2362
-10059,4246,10176
-14346,-1190,9 16281
-11852,4963,9216
-9154,-623 7,625
-13042,16069,14804
-12646,9103,10714
-10114,-6015,9662
-12640,-710,10213
-13047,-1070,0 14964
-13658,11104,12166
-8041,822 65,32
-11233,10119,9925
-13969,-8734,12555
-10900, 250 9,194
-11468,-4082,8925
-10590,-282,12424
-14633,7579,12639
-11272,-2819,11983
-10968,4369,11198
-13591,-447,10642
-11842,1041,10505
-14121,-535,11770
-6822,594 67,39
-17435,1155,16400
-10499, 864 8,166
-9046,-3042,8454
-14291,1362,11147
-11309,3960,13588
-14628,-9825,10968
-7678,10264,7781
-13656,-8615,16534
-13056,9940,10393
-10156,-1515,7 8928
-11358,9922,10598
-11578,-1232,7 12923
-13998,8183,9748
-8159,-6461,4455
-11468, -2 11,484
-14482,-1116,7 14367
-9634,6445 1,801
-12650,-4429,11614
-11237,12400,12617
-14741,-1200,7 14979
-10122,8222,6332
-9371,-4601,9370
-14820,2497,16850
-9610,-1893,8132
-11068,-199,9365
-11603,-7306,11951
-13469,-802,10981
-11502,-132,7650
-10684,11811,8708
-13450,-1785,15666
-12087,3467,10830
-9950,-1589,9172
-13159, 794 1,4167
-11209,2153,10934
-12188,-2075,8431
-10812,4750,10225
-13337,-8262,12875
-11496,6784,10650
-11862,-1212,10516
-11901,9176,11418
-11216,-3538,9689
-13310,3251,11779
-9844,-5766,9622
-13617, 634 1,3164
-10114,3386,7183
-9781,694 99,6
-13869,-366,11534
-10608,-1034,9022
-13326,1557,8157
-11679,3679,9135
-12463,6424,12870
-13496,-1457,12133
-9569,-3514,9821
-15755,-2054,15018
-9906,-2233,11261
-11527,6410,9247
-12822,-458,10968
-10765,-1396,11209
-12401,-7678,9829
-10272,1377,12074
-12923,8727,13109
-10201,5876,8998
-11524,2496,11468
-15169,-5869,14378
-9626,-4658,10338
-14798,3263,9393
-7854,108 10,375
-14908,3771,14855
-12702,-9320,13679
-9399,1293 9,558
-14770,-1340,14556
-10180,10386,8700
-12533,3184,11121
-9731,-1185,8579
-13284,-1034,2 14360
-12069,-2966,13065
-10070,1775,9993
-12053,10052,12110
-12140,4985,10370
-11862,-7338,9887
-11150,-2827,10230
-12775, 376 1,3947
-12925,4795,11148
-10487,-3612,10696
-11624,2807,11336
-14279,-9041,14007
-11301,7819,9663
-11734,-633,11758
-10608,3707,13160
-13093,-9361,13503
-11434,-2706,9937
-9606,2846 1,325
-14166,3448,14325
-9401,2711 1,583
-13833,-1684,8701
-9864,-3641,10326
-13855,1770,10842
-10205,5565,9641
-10012,6050,7899
-12903,-4592,11953
-11279,-9891,11600
-13404,3869,10137
-9764,3172 8,960
-12432,14972,10350
-12929,-4453,11143
-10999, 770 1,865
-14525,-5858,10675
-9980,6803 8,786
-13605,5146,10115
-10810,4302,9142
-14158,-7254,15038
-14004,-5949,14620
-9219,3773 8,280
-14763,5810,14007
-10132,13241,9634
-11417,-3153,7835
-11882,-6134,10238
-11596,-5331,12233
-13157,-2400,13195
-9151,5491 6,575
-12143,-1327,13782
-13493,-7753,14059
-11771,-6421,10804
-12806, 411 1,261
-8866,8725 8,713
-13413,4855,13159
-10227,-2435,9570
-12186,-8807,10899
-10695,-4775,10767
-11873,2774,9936
-13608,7326,11957
-8760,3607 7,515
-14519,2263,11844
-11667,-6495,11520
-11218,5904,9968
-12095,-586,12087
-12303,4427,10764
-12545,-5878,12153
-11334,2196,9827
-12298,4124,12118
-11405,-297,12076
-11855, 747 1,867
-11516,-8296,11438
-12559, 575 1,469
-13125,-4288,13034
-11751,12816,10669
-10946,-6784,12241
-13751,-4468,15140
-11762,-9638,12801
-12244,-6852,12588
-10446,9794,10184
-12935,1536,15169
-12699, 398 1,1143
-9279,-8304,8587
-15198,-9461,14080
-8602,9 1042,3
-14437,1571,13262
-8366,2040 7,959
-11889,-5666,16868
-15139,-2432,14848
-8265,-4100,10355
-14398,3363,13030
-9654,-2462,10869
-13377, -96 1,336
-9417,73 757,3
-9542,-2748,12165
-15803,-1972,19028
-11196,-8229,10705
-11728,4740,9033
-11612,-1898,11609
-13587,10096,12631
-12179,-1114,6494
-7812,4554 8,976
-16111,-5584,16085
-10973,-652,13174
-12974, 471 9,747
-9345,4371 1,1401
-14403, -75 1,6135
-14466,5682,12750
-7650,-4415,7035
-13283,8890,12883
-13304,-6312,13938
-10756,5753,9159
-11520,-7035,10006
-9994,3155 1,3236
-15247,-2521,13089
-8530,6698 7,557
-13000,-3499,11370
-13137,3586,16516
-12814,3632,12871
-10863,-9039,12401
-12621,9825,12808
-13707,-4894,14828
-10143,13249,8819
-11053,-8626,9898
-12738,5067,14332
-11730,-1022,8 10264
-10802,1755,10708
-11546, 537 1,1952
-11788,7171,12717
-12088,-4931,9727
-9596,2384 1,451
-14990,-944,14910
-9766,-973 1,49
-13110,5153,11509
-12063, 468 1,2295
-12774,1350,14145
-11991,-4258,8960
-9097,430 88,41
-14769,-1016,16770
-9706,4850 8,394
-10919,-6764,8210
-12016,4383,10697
-12264,-5074,14742
-13242,5318,10483
-9664,2859 9,809
-14356,-522,13697
-11152,-702,12775
-12989,2555,11249
-11664,1245,11479
-11742,3120,12847
-14793,1398,11511
-8031,-2420,7457
-15728,-1719,14110
-9998,2065 1,985
-12424, 987 1,1738
-12205,2449,9598
-8841,-4705,10778
-16682,-1245,5 16846
-8843,8207 9,970
-12938,-7593,12241
-9792,16070,10277
-13177,-5433,12658
-11508,-1358,11130
-10760,-7295,9024
-11443,7566,9667
-12476,1913,11432
-12392,5435,9993
-10264,-9927,12006
-11727,-3369,11983
-16572, 760 1,5025
-8979,114 88,17
-12562,11264,12800
-11870,-6532,11556
-11838,-6293,14274
-12459,-9199,10288
-7340,3346 8,815
-14761,-568,15769
-11285, 42 12,189
-11296,-1261,7 10197
-12945,3209,11069
-13100,-2563,14129
-11194,14851,9095
